HomeELO,AwayELO,ELO_diff,HomeAvgGD,AwayAvgGD,AvgGDDiff,HomeFormPts,AwayFormPts,FormDiff,HomeWinRate,AwayWinRate,WinRateDiff,HomeRestDays,AwayRestDays,RestDiff,H2H_home_win_rate
1544.7454333653397,1481.090100915079,63.65533245026086,1.4,-0.2,1.5999999999999999,2.0,1.4,0.6000000000000001,0.6,0.2,0.39999999999999997,7.0,5.0,2.0,0.0
1453.8922334944293,1508.4190672286038,-54.52683373417449,-1.4,-0.2,-1.2,0.2,1.4,-1.2,0.1,0.4444444444444444,-0.34444444444444444,8.0,8.0,0.0,0.0
1525.3941751762482,1493.8820903428252,31.512084833422932,0.4,-0.8,1.2000000000000002,1.6,1.0,0.6000000000000001,0.5,0.3,0.2,8.0,8.0,0.0,0.0
1499.3786534313456,1455.4488825515439,43.92977087980171,-0.2,-1.0,0.8,1.4,0.4,0.9999999999999999,0.3,0.1,0.19999999999999998,7.0,6.0,1.0,0.0
1472.2929333874529,1552.9335143516805,-80.64058096422764,-1.6,2.0,-3.6,0.8,2.0,-1.2,0.3,0.6,-0.3,7.0,7.0,0.0,0.0
1506.8624181714893,1534.4896633755322,-27.627245204042993,0.0,0.8,-0.8,1.6,2.0,-0.3999999999999999,0.4,0.5,-0.09999999999999998,6.0,6.0,0.0,0.0
1493.2255467821176,1522.6271617390955,-29.401614956977937,-0.4,-0.6,0.19999999999999996,1.4,1.0,0.3999999999999999,0.4,0.5,-0.09999999999999998,7.0,7.0,0.0,0.0
1471.7707452199922,1555.9371689194788,-84.16642369948659,-0.4,1.6,-2.0,0.8,2.6,-1.8,0.1,0.7,-0.6,7.0,7.0,0.0,0.0
1496.262779151173,1520.1011819597638,-23.8384028085909,0.0,1.2,-1.2,1.2,2.2,-1.0000000000000002,0.5,0.5,0.0,7.0,7.0,0.0,0.0
1472.9020199287381,1512.624569876753,-39.72254994801483,-1.6,2.0,-3.6,0.8,2.0,-1.2,0.2,0.3,-0.09999999999999998,7.0,7.0,0.0,0.0
1486.3368696271582,1512.0651983935868,-25.728328766428604,-0.6,0.4,-1.0,0.8,1.8,-1.0,0.3,0.3,0.0,7.0,7.0,0.0,0.0
1484.7866021435411,1518.5040204565835,-33.717418313042344,-0.8,0.6,-1.4,1.0,1.6,-0.6000000000000001,0.3,0.4,-0.10000000000000003,7.0,8.0,-1.0,0.0
1444.7795252346552,1486.6705452983188,-41.89102006366352,-2.0,0.6,-2.6,0.2,1.6,-1.4000000000000001,0.0,0.2,-0.2,9.0,9.0,0.0,0.0
1509.4161322309606,1508.1209482009663,1.2951840299942887,1.0,0.0,1.0,2.0,1.4,0.6000000000000001,0.5,0.4,0.09999999999999998,7.0,7.0,0.0,0.0
1527.5365903366537,1497.0760398175182,30.460550519135495,0.8,-0.4,1.2000000000000002,2.0,1.2,0.8,0.5,0.4,0.09999999999999998,6.0,7.0,-1.0,0.0
1446.7065877819232,1475.754032263471,-29.0474444815477,-1.2,-1.0,-0.19999999999999996,0.4,0.8,-0.4,0.0,0.2,-0.2,7.0,6.0,1.0,0.0
1563.5609663673943,1445.9794367227782,117.58152964461601,1.8,-2.0,3.8,3.0,0.2,2.8,0.7,0.0,0.7,7.0,5.0,2.0,0.0
1531.7829295492522,1506.9478288799762,24.835100669276017,-0.4,0.4,-0.8,1.4,1.8,-0.40000000000000013,0.5,0.5,0.0,7.0,7.0,0.0,0.0
1560.6532918517896,1464.1469477720768,96.50634407971279,2.2,-0.6,2.8000000000000003,2.4,0.6,1.7999999999999998,0.7,0.1,0.6,7.0,7.0,0.0,0.0
1485.4706338101957,1484.069778971961,1.4008548382348636,0.0,-0.6,0.6,1.2,1.2,0.0,0.2,0.3,-0.09999999999999998,5.0,7.0,-2.0,0.0
1501.3260282032268,1484.0403711492834,17.285657053943396,0.2,-1.6,1.8,1.6,0.8,0.8,0.3,0.3,0.0,7.0,7.0,0.0,0.0
1501.4862186562077,1517.6559224575842,-16.1697038013765,1.8,0.2,1.6,1.8,2.0,-0.19999999999999996,0.3,0.4,-0.10000000000000003,8.0,8.0,0.0,0.0
1523.6961590894373,1464.5731558873438,59.123003202093514,0.6,-1.2,1.7999999999999998,1.8,0.8,1.0,0.5,0.2,0.3,8.0,8.0,0.0,0.0
1484.9199221325453,1560.3002441073124,-75.38032197476718,-0.2,1.6,-1.8,1.4,2.6,-1.2000000000000002,0.3,0.6,-0.3,7.0,7.0,0.0,0.0
1498.158226421286,1501.951284416102,-3.793057994816081,-0.4,1.2,-1.6,1.2,1.4,-0.19999999999999996,0.4,0.3,0.10000000000000003,7.0,6.0,1.0,0.0
1449.24015898286,1437.5406979128488,11.699461070011239,-1.4,-1.4,0.0,0.4,0.2,0.2,0.0,0.0,0.0,7.0,7.0,0.0,0.0
1517.19085669769,1495.4303141853366,21.760542512353368,0.0,0.6,-0.6,1.6,1.6,0.0,0.3,0.3,0.0,6.0,7.0,-1.0,0.0
1474.11009859682,1567.9449151028632,-93.83481650604313,-1.0,2.6,-3.6,1.2,3.0,-1.8,0.3,0.8,-0.5,7.0,7.0,0.0,0.0
1507.661425563426,1500.8289170943517,6.832508469074355,0.2,0.2,0.0,1.4,1.6,-0.20000000000000018,0.4,0.3,0.10000000000000003,7.0,7.0,0.0,0.0
1484.5374822581584,1536.662104639154,-52.12462238099556,-1.2,0.6,-1.7999999999999998,1.0,2.0,-1.0,0.3,0.6,-0.3,7.0,7.0,0.0,0.0
